name,domain,author_guid,author_screen_name,author_full_name,author_twitter_id,created_at,statuses_count,followers_count,favourites_count,friends_count,listed_count,language,profile_background_color,profile_background_tile,profile_banner_url,profile_image_url,profile_link_color,profile_sidebar_fill_color,profile_text_color,default_profile,contributors_enabled,default_profile_image,geo_enabled,protected,location,notifications,time_zone,url,utc_offset,verified,is_suspended_or_not_exists,author_type,bad_actors_collector_insertion_date,xml_importer_insertion_date,vico_dump_insertion_date,missing_data_complementor_insertion_date,bad_actors_markup_insertion_date
bmartinzz,Microblog,e52386f9a8bb3c6e88552c8b7bffb76b,bmartinzz,bmartinzz,1001630665,Mon Dec 10 13:00:34 +0000 2012,30,18,19,404,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/735283830454509568/6JPCAkxG_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,New Millford village IL USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
sezudal,Microblog,e8bb01a241dd3803b52fb10ca0075bbb,sezudal,Elenora Cook,2954192571,Thu Jan 01 04:08:13 +0000 2015,58,4,43,412,1,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954192571/1460007755,https://pbs.twimg.com/profile_images/717950652656316416/FI-v2oEV_normal.jpg,8A34E4,8A34E4,0,0,0,0,0,0,Corry city PA USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
WestwoodSina,Microblog,0e9ca7fc0ee93eeb9408f782cbf0c5a4,WestwoodSina,Sina Westwood,7.39636E+17,Mon Jun 06 01:51:03 +0000 2016,0,1,0,94,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
tyreek82,Microblog,3b034630100f33cdb60196ecfd3817aa,tyreek82,Tyree Simmons,970598077,Sun Nov 25 19:01:12 +0000 2012,55,5,9,356,0,en,EDECE9,0,https://pbs.twimg.com/profile_banners/970598077/1460776396,https://pbs.twimg.com/profile_images/721174562067513345/qGVDfJc7_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,Alexis village IL USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
CEdamuvnd,Microblog,2b3d2d22d9fd37f5925f909ad84b4112,CEdamuvnd,Kellen Howard,1024476864,Thu Dec 20 15:40:40 +0000 2012,20,4,7,426,0,en,ACDED6,0,,https://pbs.twimg.com/profile_images/725747770322128896/cWcezVPs_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Humboldt town SD USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
ramazan__babat,Microblog,95bbc0598dde3be4a355a5890f339c9c,ramazan__babat,Ramazan Babat,169847755,Fri Jul 23 09:09:39 +0000 2010,143,26,7,1115,0,tr,9AE4E8,0,,https://pbs.twimg.com/profile_images/458135216129728513/DEtOYjlP_normal.jpeg,0084B4,DDFFCC,333333,0,0,0,1,1,,0,Istanbul,None,10800,0,0,bad_actor,26/06/2016 10:05,,,,
PhebeCarrier,Microblog,c036e132bcc53b4a86d88626817b3b56,PhebeCarrier,Phebe Carrier,7.39741E+17,Mon Jun 06 08:50:38 +0000 2016,0,0,0,58,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
YaoWang3,Microblog,75fbb85ff9513c64b44435d913ab2eb1,YaoWang3,Yao Wang,437774023,Thu Dec 15 20:31:35 +0000 2011,0,10,0,1472,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
buckley_felisa,Microblog,451d9f3796803c8ebe0853736e91f0d2,buckley_felisa,Felisa Buckley,7.46567E+17,Sat Jun 25 04:53:54 +0000 2016,0,4,0,36,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
h3xstyle,Microblog,f1742e253200392bb436686a76062e02,h3xstyle,Max Barnden,3665577675,Tue Sep 15 16:25:49 +0000 2015,1,8,0,1143,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/643824439554084865/8yKMu5ny_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
an_vernay,Microblog,e8659aa09b7e308bb15c789c399918f8,an_vernay,An Vernay,7.46497E+17,Sat Jun 25 00:14:15 +0000 2016,0,3,0,62,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
PremRanjan13,Microblog,895341a3d0233f74a95abd86077a5f8e,PremRanjan13,Prem Ranjan,494156749,Thu Feb 16 15:51:19 +0000 2012,6,18,2,792,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/494156749/1448556729,https://pbs.twimg.com/profile_images/669920891891875840/w-M1Gkk4_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Bengaluru Karnataka,0,None,http://t.co/nWM3JJ8UOl,,0,0,bad_actor,26/06/2016 10:05,,,,
SchnyderCharlie,Microblog,4e8cac92864c37788e7c3ffef6c514c3,SchnyderCharlie,Charlie Schnyder,7.46497E+17,Sat Jun 25 00:14:24 +0000 2016,0,0,0,21,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
HildredAgoni,Microblog,f223bfa4e5ab345a845ef29e6486db7c,HildredAgoni,Hildred Agoni,7.46497E+17,Sat Jun 25 00:14:31 +0000 2016,0,1,0,43,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
397nathaniel,Microblog,f343038d1e7239fc951950cd52eefebc,397nathaniel,Claire Ford,272639709,Sat Mar 26 21:59:01 +0000 2011,2,20,1,1460,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/733169876806828032/ujGoqbww_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,Delta state,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
andrecarney2521,Microblog,55f14eb03411308288a4cb5ab1f1a84d,andrecarney2521,Andre Carney,7.39618E+17,Mon Jun 06 00:41:44 +0000 2016,0,1,0,114,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
theusfigueiredo,Microblog,d2c4ce0c74eb3c85a3844bb72ee50c87,theusfigueiredo,Matheus Figueiredo,162891491,Mon Jul 05 00:28:23 +0000 2010,4657,104,3,403,18,pt,C0DEED,1,,https://pbs.twimg.com/profile_images/737750715414679552/OxeoP7sQ_normal.jpg,0084B4,DDEEF6,333333,0,0,0,0,0,,0,Brasilia,None,-10800,0,0,bad_actor,26/06/2016 10:05,,,,
delicia_warner,Microblog,ad200ae1c3af3f7ab4eb0253881bf000,delicia_warner,Delicia Warner,7.46567E+17,Sat Jun 25 04:54:20 +0000 2016,0,1,0,39,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
MariaHelenaArr1,Microblog,76c90fd0cdea3f8e9b71f7c58aa390f1,MariaHelenaArr1,Maria Helena Arruda,2385585896,Wed Mar 12 17:39:05 +0000 2014,4,25,1,855,0,pt,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
STUART_GRIFFIN8,Microblog,67315463a21b3889a44f1a0a4025c6a9,STUART_GRIFFIN8,Stuart Griffin,1026868969,Fri Dec 21 17:59:41 +0000 2012,39,5,18,365,1,en,8B542B,0,,https://pbs.twimg.com/profile_images/726469679741566976/lN15Bflx_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,Lockbourne village OH USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
ferra_anto,Microblog,f32374c3932a3cd1afa6c140114225ae,ferra_anto,Melina Love,957466346,Mon Nov 19 13:47:31 +0000 2012,1,2,0,794,0,it,C0DEED,0,,https://pbs.twimg.com/profile_images/735915614557097984/RsAmQT8Q_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
maleyuru,Microblog,f67adf2ff82f3de6a83844c0c724d755,maleyuru,Kumaraswamy maleyuru,396131008,Sat Oct 22 20:01:11 +0000 2011,14,15,1,807,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/396131008/1400332316,https://pbs.twimg.com/profile_images/638946074938347520/zpnjqcHL_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,mysore karnataka,0,Chennai,None,19800,0,0,bad_actor,26/06/2016 10:05,,,,
MavisDudnitzek,Microblog,d6fd15b070b63bdba93edda3b7496ab2,MavisDudnitzek,Mavis Dudnitzek,7.39706E+17,Mon Jun 06 06:31:30 +0000 2016,0,0,0,66,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
By_Katip,Microblog,3fcbad0229ab3fbe969d608f185c8670,By_Katip,Mehmett,177694453,Thu Aug 12 20:53:25 +0000 2010,51,291,51,2069,0,tr,C0DEED,0,,https://pbs.twimg.com/profile_images/713007181524811776/_1IZrpf3_normal.jpg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,Istanbul,None,10800,0,0,bad_actor,26/06/2016 10:05,,,,
bretmorgani,Microblog,592dfcbfdea234f482cc61b9a6e2afbe,bretmorgani,Bret Morgan,2954381046,Thu Jan 01 06:33:21 +0000 2015,28,4,19,440,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954381046/1460011841,https://pbs.twimg.com/profile_images/717967715122548736/H2h4Kh5w_normal.jpg,F0D74E,F0D74E,0,0,0,0,0,0,Memphis USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:05,,,,
TueroJulio,Microblog,6541ec1865c33bd88472f27f50883d76,TueroJulio,Julio Tuero Sariego,2316453623,Fri Jan 31 16:50:53 +0000 2014,0,3,0,975,0,es,C0DEED,0,https://pbs.twimg.com/profile_banners/2316453623/1455234290,https://pbs.twimg.com/profile_images/697929473065410560/LZuoSGyY_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:05,,,,
floridadevanwal,Microblog,cd8ff631b4a23dcdaac7ac7bfdb13a88,floridadevanwal,floridadevanwal,1027000058,Fri Dec 21 19:25:30 +0000 2012,56,7,36,432,0,en,EDECE9,0,,https://pbs.twimg.com/profile_images/726471221974421504/bVWvYxCw_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,Amery city WI USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
elinadams9621,Microblog,4c531cdfc5e33a0fa44a8d02c52d9049,elinadams9621,Elin Adams,7.4655E+17,Sat Jun 25 03:44:53 +0000 2016,0,0,0,44,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
julenek90,Microblog,212b176e95ca314ba685fdcaa3c7409f,julenek90,Julene Long,2954258175,Thu Jan 01 05:20:33 +0000 2015,45,8,21,426,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954258175/1460010928,https://pbs.twimg.com/profile_images/717963958477389826/AlysdTdV_normal.jpg,00BB7D,00BB7D,0,0,0,0,0,0,Fair Oaks CA USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
ge55donnadegne,Microblog,6c39ff71f14a3d08b5775f3e9029c049,ge55donnadegne,donna degner,7.46543E+17,Sat Jun 25 03:19:25 +0000 2016,0,0,0,11,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_6_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
honeyTristonoMa,Microblog,dd46d1b3b1fb310fa45ef6be8122c4f2,honeyTristonoMa,Triston Martin,1026397477,Fri Dec 21 13:26:42 +0000 2012,34,5,14,414,0,en,8B542B,0,,https://pbs.twimg.com/profile_images/726539270664527872/yz_xhiLq_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,Fort Wayne USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
austin_kathlene,Microblog,26258b37a6ab3dc3866e84d90f53a351,austin_kathlene,Kathlene Austin,7.39724E+17,Mon Jun 06 07:41:53 +0000 2016,0,0,0,65,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
sangdrake13171,Microblog,8dc5d98396303a0883ea708c52f107ca,sangdrake13171,Sang Drake,7.46549E+17,Sat Jun 25 03:42:45 +0000 2016,0,0,0,27,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
exshirin,Microblog,b389e1ff47f73b6e948a92d7656c9e74,exshirin,Shirin Layla,2866267920,Mon Oct 20 03:19:59 +0000 2014,149,410,3,225,2,en,642D8B,1,,https://pbs.twimg.com/profile_images/524038402908241920/6DlVMHTJ_normal.jpeg,3B94D9,7AC3EE,3D1957,0,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:39,,,,
AdelAwadd,Microblog,2c10bde6181333fd9fc14df2183d5ffa,AdelAwadd,AY,4081092373,Sat Oct 31 15:33:13 +0000 2015,6,1,4,903,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/4081092373/1446923818,https://pbs.twimg.com/profile_images/663071939322322944/w5yYasS-_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,1,,0,Istanbul,None,10800,0,0,bad_actor,26/06/2016 10:06,,,,
SantinoRmiami,Microblog,4f40c2f2e3773f91b7db5b440722e1a6,SantinoRmiami,SantinoRmiami,1032087318,Mon Dec 24 06:47:02 +0000 2012,30,2,13,355,0,en,131516,1,,https://pbs.twimg.com/profile_images/728495142731010049/Jh6MLd2A_normal.jpg,9999,EFEFEF,333333,0,0,0,0,0,Charlotte United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
PAulinarnotmei,Microblog,aedec4ffc40a3230910c9e5cba9f3644,PAulinarnotmei,PAulinarnotmei,2954831639,Thu Jan 01 14:04:28 +0000 2015,40,5,25,417,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954831639/1460044490,https://pbs.twimg.com/profile_images/718104723862081536/0WqyR0Iw_normal.jpg,00B700,00B700,0,0,0,0,0,0,Tualatin United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
mtpleasantscus,Microblog,de989b1915673987aa029b842778929f,mtpleasantscus,Adrian Sanchez,4583302937,Wed Dec 23 23:25:41 +0000 2015,0,9,1,895,0,en,F5F8FA,0,,https://pbs.twimg.com/profile_images/679806176847081473/4uMTo6sd_normal.jpg,2B7BB9,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
ribsbyedd,Microblog,22fd561dd16f3ed19e90b9515c21549f,ribsbyedd,Edward Brown,2772944673,Wed Sep 17 01:29:44 +0000 2014,18,31,2,1387,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/512050882037698561/UwEtMwyg_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
nparlindungan,Microblog,0637d770604137f09479e0a5c3becc96,nparlindungan,Novi Parlindungan,957925154,Mon Nov 19 17:14:58 +0000 2012,40,8,2,1202,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/957925154/1357414235,https://pbs.twimg.com/profile_images/378800000161734089/efa5d530af63cc7be6621346094d0582_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
fc_seulgi,Microblog,a8c426e8459e3cc683ae104ffa9ba632,fc_seulgi,fc seulgi,4915152674,Tue Feb 16 09:21:57 +0000 2016,0,8,1,1107,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
cooldylanyhughe,Microblog,6f94f21502ff39aaa8a90cac1ee9b234,cooldylanyhughe,Dylan Hughes,2954110756,Thu Jan 01 01:28:32 +0000 2015,33,4,31,424,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954110756/1460005733,https://pbs.twimg.com/profile_images/717942178308362241/5LxZt_In_normal.jpg,E6E8CD,E6E8CD,0,0,0,0,0,0,Osage city IA USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
evelynk24,Microblog,0a95e5a2a8f138edaa233c4eb102a82e,evelynk24,Evelyn Morris,2954137905,Thu Jan 01 03:07:31 +0000 2015,51,3,32,432,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954137905/1460007005,https://pbs.twimg.com/profile_images/717947500749918208/sDTHElhl_normal.jpg,F18B18,F18B18,0,0,0,0,0,0,Jamestown village OH USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
vuga802,Microblog,6aea1253e1e13e9d8cbb42260285db61,vuga802,Gertrudis vuga,7.39707E+17,Mon Jun 06 06:32:31 +0000 2016,0,1,0,88,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
bencooperey,Microblog,5a201f3f30c43fd2bdf56dc60865c2ab,bencooperey,Benjamin Cooper,1021003399,Wed Dec 19 00:44:28 +0000 2012,25,4,16,478,0,en,8B542B,0,,https://pbs.twimg.com/profile_images/725797686595592192/peE4xWW1_normal.jpg,9D582E,EADEAA,333333,0,0,0,0,0,South Point village OH USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
NevadaEaket,Microblog,c73e2c0f3f333eb6b18ba6641aaa8691,NevadaEaket,Nevada Eaket,7.46567E+17,Sat Jun 25 04:55:35 +0000 2016,0,0,0,48,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_3_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
roderickl91,Microblog,507e90c73fa63793aea5a45fe15a3206,roderickl91,Roderick Parker,1025014471,Thu Dec 20 20:53:11 +0000 2012,36,4,16,415,0,en,EDECE9,0,,https://pbs.twimg.com/profile_images/726466893196861440/pZRKeIKZ_normal.jpg,88253,E3E2DE,634047,0,0,0,0,0,Hewlett United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
toid86,Microblog,24d5a51b050b34ea8faad18c44af63f3,toid86,Merna Sanchez,2954413875,Thu Jan 01 08:06:12 +0000 2015,29,2,15,387,0,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954413875/1460012826,https://pbs.twimg.com/profile_images/717971917085356032/X6XgCaVB_normal.jpg,C1E417,C1E417,0,0,0,0,0,0,Milwaukee USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
hihecuwnd17,Microblog,034a42f4b54d3493b7de9475096e03b5,hihecuwnd17,Tierra Butler,1031128884,Sun Dec 23 18:59:43 +0000 2012,65,6,50,413,0,en,ACDED6,0,,https://pbs.twimg.com/profile_images/728493979378012160/EiPRIeed_normal.jpg,38543,F6F6F6,333333,0,0,0,0,0,Springview village NE USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
babydemon13,Microblog,f653fafbc2d73fba9d52114863e6ed66,babydemon13,Amelie Love,238528309,Sat Jan 15 11:22:13 +0000 2011,9,13,0,949,0,en,642D8B,1,,https://pbs.twimg.com/profile_images/735400125732884480/x2l8Iofe_normal.jpg,FF0000,7AC3EE,3D1957,0,0,0,0,0,philippines,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
sentianne,Microblog,71af00d7a1883d8d848f8b2e0873bf54,sentianne,Maya Love,140789572,Thu May 06 11:14:19 +0000 2010,3,17,0,1257,0,en,FFF04D,0,,https://pbs.twimg.com/profile_images/744607485571514368/VwzTme6n_normal.jpg,0099CC,F6FFD1,333333,0,0,0,0,0,davao city,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
voiwoqen,Microblog,d9a324bb09c13c87a9b8f1c4b5bd2cbd,voiwoqen,Quyen Eskin,1025632069,Fri Dec 21 04:20:33 +0000 2012,26,3,18,352,0,en,DBE9ED,0,,https://pbs.twimg.com/profile_images/726468795129335808/m66UEbYE_normal.jpg,CC3366,E6F6F9,333333,0,0,0,0,0,,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
liksa55sasaa,Microblog,35bd61fcea283d54bdced866470c04eb,liksa55sasaa,Lila Love,144115527,Sat May 15 10:12:34 +0000 2010,1,9,591,1075,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/744606376802951168/oxN_wWQ6_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
poredacha,Microblog,a9fe71ad411031fbac13678cb60ddb47,poredacha,poreda chadez,7.4655E+17,Sat Jun 25 03:46:10 +0000 2016,0,0,0,7,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
KymGorlin,Microblog,cc02aa7eb89c3aa89c2e55ae18706bc1,KymGorlin,Kym Gorlin,7.46497E+17,Sat Jun 25 00:16:26 +0000 2016,0,0,0,21,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
yu_daina,Microblog,7e6edacaa34d387bbffdb5132db1e206,yu_daina,Daina Yu,7.38686E+17,Fri Jun 03 10:58:39 +0000 2016,0,1,0,123,0,en,F5F8FA,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,2B7BB9,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
teitiib,Microblog,78ea77c84fda353e840c8f93838086ee,teitiib,teitiib,2954774350,Thu Jan 01 12:47:53 +0000 2015,51,8,25,462,1,en,C0DEED,0,https://pbs.twimg.com/profile_banners/2954774350/1460043977,https://pbs.twimg.com/profile_images/718102580430258176/mP8S-oCy_normal.jpg,961ABC,961ABC,0,0,0,0,0,0,Ridgeland United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
bonitam82,Microblog,a7b200b6ecbd35ee9b27c730034ad9ed,bonitam82,Bonita Rogers,1025207875,Thu Dec 20 23:02:23 +0000 2012,24,5,11,371,0,en,EBEBEB,0,,https://pbs.twimg.com/profile_images/726466284158857216/RYevNDc9_normal.jpg,990000,F3F3F3,333333,0,0,0,0,0,Hickory United States,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
ethem7979,Microblog,4dc71e2c4735362da1eaf846f3d93be1,ethem7979,ethem ?z?elik,371476311,Sat Sep 10 22:58:54 +0000 2011,0,8,2,854,0,tr,C0DEED,1,https://pbs.twimg.com/profile_banners/371476311/1383365874,https://pbs.twimg.com/profile_images/378800000681237091/e6903411d016274b636d4489e8d83307_normal.jpeg,0084B4,DDEEF6,333333,0,0,0,0,0,,0,Baghdad,None,10800,0,0,bad_actor,26/06/2016 10:06,,,,
bentonbrownp,Microblog,35cdcb3464233a78be7216f2c0991bf1,bentonbrownp,Amy Love,121800536,Wed Mar 10 16:39:15 +0000 2010,1,19,0,1189,0,en,C0DEED,0,,https://abs.twimg.com/sticky/default_profile_images/default_profile_4_normal.png,0084B4,DDEEF6,333333,1,0,1,0,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
pmurray925,Microblog,6e0794a7fb6d367598ba7ae52e7e73d2,pmurray925,patricia murray,526002011,Fri Mar 16 03:43:22 +0000 2012,39,6,0,998,0,en,C0DEED,0,,https://pbs.twimg.com/profile_images/450503764739624960/CjoUycRH_normal.jpeg,0084B4,DDEEF6,333333,1,0,0,1,0,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
taurhuv27,Microblog,d109b86cf38e3832a47581cc621cb6a7,taurhuv27,Skylar Smith,1019225948,Tue Dec 18 07:28:20 +0000 2012,20,3,14,342,0,en,C6E2EE,0,,https://pbs.twimg.com/profile_images/728497242710085632/ECVvj_9i_normal.jpg,1F98C7,DAECF4,663B12,0,0,0,0,0,Mulliken village MI USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
smfunxx,Microblog,a88211a4de953f0e916dc9152d07d4d7,smfunxx,smfunxx,1026803550,Fri Dec 21 17:31:57 +0000 2012,21,3,13,371,0,en,642D8B,1,,https://pbs.twimg.com/profile_images/726466517617897472/UB-kldlr_normal.jpg,FF0000,7AC3EE,3D1957,0,0,0,0,0,Blanchester village OH USA,0,Pacific Time (US & Canada),None,-25200,0,0,bad_actor,26/06/2016 10:06,,,,
Noilyn0902,Microblog,510f0f58b51a31b4a6239c25d42dbe3e,Noilyn0902,Noilyn Rodr?guez,2319329119,Thu Jan 30 18:02:24 +0000 2014,11,26,8,1825,1,es,C0DEED,0,https://pbs.twimg.com/profile_banners/2319329119/1451710281,https://pbs.twimg.com/profile_images/745631403115614208/nLZYoJNg_normal.jpg,0084B4,DDEEF6,333333,1,0,0,0,1,,0,None,None,,0,0,bad_actor,26/06/2016 10:06,,,,
